"x"
5.328659
5.302872
5.304047
5.332321
5.343918
5.410843
5.405487
5.409851
5.409607
5.39975
5.416138
5.399628
5.365143
5.349136
5.31102
5.304886
5.274567
5.245773
5.217255
5.217087
5.216324
5.217926
5.251404
5.2827
5.310532
5.335999
5.350952
5.335373
5.356293
5.443375
5.474487
5.498047
5.501328
5.519257
5.579285
5.625427
5.619766
5.634583
5.629654
5.620193
5.589523
5.574112
5.538834
5.519363
5.508499
5.50531
5.475983
5.457611
5.418915
5.38382
5.383041
5.40036
5.42688
5.447861
5.479141
5.501129
5.503082
5.550568
5.559677
5.559814
5.549088
5.559189
5.543411
5.547226
5.55011
5.547974
5.540222
5.540894
5.53978
5.547012
5.54895
5.552536
5.57048
5.572388
5.601334
5.611938
5.612167
5.617081
5.630585
5.630219
5.632599
5.641373
5.484802
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.281784
5.647385
5.638
5.727631
5.658554
5.662109
5.665253
5.63356
5.600555
5.62027
5.672165
5.476456
5.478226
5.4646
5.437286
5.410019
5.321457
5.263718
5.24675
5.218857
5.194275
5.169052
5.145905
5.145386
5.12944
5.114548
5.121933
5.144897
5.187561
5.224197
5.259796
5.2854
5.313141
5.388885
5.419556
5.445053
5.449738
5.449951
5.448563
5.449142
5.448746
5.435089
5.433243
5.430832
5.410294
5.247482
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.590668
5.506836
5.578415
5.439651
5.469376
5.470276
5.622498
5.59436
5.601837
5.591995
5.576187
5.53421
5.500977
5.464478
5.42601
5.370239
5.302155
5.288162
5.262314
5.208893
5.181351
5.166977
5.158691
5.152557
5.156525
5.164566
5.182648
5.193527
5.225296
5.261688
5.284775
5.342224
5.401611
5.439117
5.481949
5.509918
5.483109
5.5056
5.509689
5.496323
5.494431
5.494354
5.396332
5.412109
5.413879
5.411957
5.412094
5.287231
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.44075
5.547668
5.547318
5.541733
5.505737
5.512527
5.456909
5.476654
5.492081
5.470459
5.587799
5.551453
5.526825
5.508987
5.450012
5.37265
5.351089
5.268997
5.24707
5.243408
5.168274
5.149124
5.139862
5.129761
5.12323
5.123505
5.068985
5.059753
5.048248
5.045074
5.026047
5.055603
5.0672
5.068039
5.069702
5.088699
5.113174
5.18399
5.199631
5.207718
5.231155
5.236877
5.316513
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.531036
5.64415
5.514664
5.455688
5.472748
5.463287
5.502502
5.647369
5.669235
5.639236
5.599091
5.574173
5.505737
5.458694
5.381378
5.328201
5.272369
5.183365
5.068909
5.042526
4.994568
4.971954
4.964188
4.935089
4.949722
4.953079
4.967758
4.996933
5.034973
5.059036
5.087326
5.100922
5.116867
5.15062
5.163574
5.176712
5.18634
5.188599
5.188339
5.207504
5.220261
5.220383
5.2491
5.264114
5.271896
5.271591
5.28566
5.299973
5.304794
5.307114
5.303772
5.30513
5.305237
5.305176
5.287033
5.297699
5.277222
5.275604
5.269592
5.261047
5.240509
5.239319
5.246017
5.252518
5.283493
5.289246
5.299393
5.309601
5.31572
5.315903
5.334656
5.337646
5.30899
5.254089
5.220825
5.19841
5.167999
5.108871
5.079865
5.073654
5.058197
5.056152
5.026672
5.037537
4.810654
-1
-1
5.024521
5.068268
5.01651
5.078796
5.006958
5.016342
5.013748
5.019333
5.023834
5.023224
5.023697
5.022018
5.029663
5.032089
5.031372
5.030304
5.052246
5.067841
5.077225
5.077896
5.072632
5.062683
5.062881
5.062714
5.081253
5.113052
5.136856
5.138428
5.156296
5.163269
5.164307
5.164413
5.186279
5.201721
5.1987
5.181351
5.104767
-1
-1
4.934647
4.729889
4.718994
4.761673
4.857758
4.857498
4.899628
4.918045
4.977997
4.982269
4.965424
4.952362
4.926987
4.926941
4.949783
4.955261
4.954224
4.974915
4.981125
5.009354
5.038605
5.038528
5.050171
5.02948
5.050476
5.101273
5.149994
5.156693
5.169052
5.168777
5.180481
5.166214
5.143158
5.115692
5.089935
5.059677
5.030701
5.021439
5.00412
4.985947
4.970657
4.970093
4.979523
4.993454
5.011154
5.039459
5.054596
5.07515
5.098419
5.120804
5.160919
5.183945
5.184158
5.205917
-1
-1
-1
-1
-1
-1
-1
-1
4.371399
4.841919
5.178528
5.165054
5.241821
5.252884
5.324463
5.32402
5.333359
5.331802
5.31398
5.298843
5.294907
5.294342
5.246994
5.148712
5.127457
5.091019
5.01265
5.012863
5.018921
5.020844
5.022064
5.001877
5.001831
5.010376
5.035812
5.036102
5.021255
4.911057
4.885269
4.89537
4.919006
4.919128
4.94812
4.956711
5.00032
5.036194
5.041641
5.06955
5.109772
5.102264
5.108719
5.142868
5.15509
5.161453
5.1595
5.158951
5.21254
5.222656
5.239914
5.259125
5.280701
5.286896
5.31427
5.304794
5.308334
5.304718
5.303894
5.303619
5.329636
5.339981
5.319107
5.312744
5.324356
5.325653
5.319519
5.305923
5.258636
5.25528
5.237823
5.222992
5.209671
5.167252
5.147003
5.096069
5.01828
5.014725
4.989792
4.979202
4.979752
4.979095
4.956787
4.95694
4.954407
4.954559
4.945602
4.953979
4.9599
4.938217
4.93454
4.944687
4.948669
4.954285
5.007477
5.016632
5.053268
5.071945
5.138855
5.157639
5.192749
5.191437
5.190079
5.194046
5.193649
5.129211
-1
4.794525
3.716934
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.097275
5.401688
5.472473
5.492233
5.399826
5.413818
5.407043
5.417923
5.452148
5.448761
5.449112
5.390594
5.362549
5.281509
5.270279
5.216766
5.199661
5.134949
5.076416
5.050156
5.020599
4.994568
4.975327
4.97348
4.947906
4.947968
4.948196
4.976791
4.976746
4.976593
4.976883
4.977661
4.977936
4.975662
4.949509
4.93837
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.080536
5.284958
5.354721
5.361969
5.360489
5.429047
5.428192
5.417755
5.418274
5.406891
5.386185
5.349915
5.326996
5.284271
5.212082
5.122864
5.087418
5.036819
4.984268
4.883499
4.880112
4.857162
4.861618
4.861984
4.926941
4.948395
4.972916
5.012924
5.069565
5.095627
5.12088
5.160645
5.173096
5.227142
5.239304
5.247055
5.250626
5.227768
5.222931
5.1866
5.112656
5.103958
5.109253
5.099701
5.106155
5.128098
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.018417
5.169617
5.18219
5.273804
5.275101
5.257889
5.253067
5.247589
5.257431
5.255753
5.147614
5.138474
5.123383
5.09317
4.996643
4.909729
4.867661
4.817474
4.721497
4.693115
4.666565
4.655609
4.619766
4.599503
4.599136
4.607086
4.622009
4.656387
4.706085
4.75824
4.768082
4.77359
4.800415
4.799835
4.800049
4.807327
4.803986
4.820724
4.804001
4.792374
4.780777
4.763748
4.723938
4.698334
4.695175
4.555267
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
4.938004
5.009171
5.126938
4.935516
4.939606
5.016068
5.1082
5.126816
5.141586
5.140976
5.13765
5.137909
5.134247
5.106003
5.059158
5.018372
4.909088
4.90596
4.857193
4.784897
4.745911
4.738922
4.73848
4.743683
4.774277
4.810364
4.813919
4.83429
4.849991
4.865707
4.917221
4.940826
4.960327
4.978821
4.977829
4.977661
4.990631
4.981308
5.015732
5.030655
5.067047
5.095062
5.111313
5.152496
5.153946
5.16127
5.155457
5.15477
5.154633
5.09407
5.090851
5.087051
5.084335
