"x"
6.018661
6.066391
6.064163
6.064011
6.056473
6.056168
6.077621
6.054596
6.064667
6.07811
6.06424
5.816925
5.85939
5.860886
5.819122
5.772705
5.605698
5.490753
5.320541
5.225342
5.190048
5.1689
5.143509
5.120026
5.072021
5.052383
4.920715
4.670944
4.596939
-1
-1
-1
4.423874
4.501282
4.450394
4.45462
4.455017
4.455917
4.456894
4.457809
4.443832
4.421722
4.397766
4.371674
4.338287
4.33754
4.322113
4.30545
4.304749
4.307907
4.289063
4.204758
4.192459
4.180679
4.158417
4.149139
4.139679
4.15773
4.182007
4.228561
4.23912
4.191605
-1
4.093307
4.286987
4.218979
4.228622
4.218033
4.228592
4.24881
4.260956
4.285446
4.329376
4.332581
4.346848
4.345932
4.354797
4.36232
4.371124
4.378357
4.392776
4.419601
4.4039
4.412384
4.415314
4.415497
4.415375
4.443542
4.435287
4.335068
4.419281
4.419479
4.39415
4.381042
4.318802
-1
3.87059
4.364441
4.170044
4.116989
4.150543
4.160278
4.192932
4.22171
4.238312
4.257462
4.343353
4.369736
4.395874
4.415588
4.493362
4.495331
4.494705
4.486404
4.453064
4.423309
4.403641
4.374481
4.375366
4.34845
4.338104
4.313278
4.302292
4.312271
4.325562
4.331924
4.340302
4.34108
4.369751
4.397781
4.411362
4.466705
4.495544
4.512161
4.541031
4.618881
4.672684
4.708527
4.733109
4.738602
4.743866
4.766342
4.818481
4.804077
4.806137
4.824142
4.848907
4.870041
4.885788
4.93811
4.95459
5.036728
5.043106
5.061905
5.076859
5.10173
5.104462
5.112961
5.119431
5.110199
5.104446
5.060333
5.011337
4.939224
4.918381
4.881271
4.855148
4.82843
4.804657
4.791794
4.790741
4.767075
4.753403
4.750153
4.736252
4.743713
4.760971
4.79068
4.800644
4.808838
4.833237
4.859863
4.895798
4.931992
4.990952
5.021286
5.056885
5.071304
5.096375
5.111267
5.120468
5.122223
5.117355
5.127136
5.132401
5.103271
5.107941
5.106979
5.112503
5.119705
5.122086
5.126389
5.123154
5.091614
-1
-1
-1
-1
4.901306
5.033966
5.032608
5.010361
5.0354
5.030563
5.07045
5.083542
5.0896
5.093857
5.148605
5.169052
5.178482
5.13652
5.08551
5.078857
5.053925
5.038452
5.006332
4.998611
5.004272
5.006104
4.996933
4.999847
5.059067
5.066147
5.091583
5.097809
5.126007
5.181381
5.192673
5.075577
-1
-1
-1
-1
4.966476
5.231201
4.99614
4.978882
4.979752
4.979233
4.990799
5.011444
5.015778
5.057037
5.056488
5.067398
5.148499
5.164917
5.179504
5.187836
5.176971
5.147079
5.146194
5.142654
5.107605
5.077087
5.064285
5.040909
5.008652
4.994659
4.993408
4.998672
5.034073
5.037186
5.039474
5.048569
5.057892
5.095032
5.12291
5.173233
5.207001
5.245773
5.25766
5.270767
5.315048
5.328186
5.277145
-1
-1
-1
5.272537
5.345093
